index,ground_truth
4029,79.56 height
4030,21.10 depth
4031,7.76 depth
4032,71.79 width
4033,33.17 height
4034,24.39 height
4035,59.96 width
4036,77.30 depth
4037,65.53 height
4038,32.89 item_volume
4039,28.87 wattage
4040,19.24 voltage
4041,89.17 height
4042,60.99 width
4043,7.88 height
4044,22.87 width
4045,99.69 depth
4046,70.78 width
4047,37.47 depth
4048,22.64 width
4049,92.63 depth
4050,61.96 depth
4051,76.57 width
4052,86.85 height
4053,65.10 voltage
4054,63.35 width
4055,55.26 item_weight
4056,80.43 width
4057,56.44 height
4058,77.08 width
4059,67.64 item_weight
4060,21.38 depth
4061,61.58 width
4062,4.01 height
4063,12.99 depth
4064,77.67 width
4065,54.29 voltage
4066,43.08 maximum_weight_recommendation
4067,30.13 item_weight
4068,7.18 wattage
4069,20.58 height
4070,45.77 depth
4071,23.87 width
4072,12.46 voltage
4073,56.97 width
4074,23.03 depth
4075,22.99 item_weight
4076,8.95 voltage
4077,44.95 item_volume
4078,43.91 item_weight
4079,9.25 wattage
4080,37.87 voltage
4081,84.22 height
4082,1.39 width
4083,62.32 item_weight
4084,33.23 wattage
4085,16.17 maximum_weight_recommendation
4086,43.96 depth
4087,78.23 item_volume
4088,69.57 item_weight
4089,27.36 maximum_weight_recommendation
4090,77.10 voltage
4091,17.34 wattage
4092,56.18 width
4093,92.39 voltage
4094,97.05 height
4095,15.29 depth
4096,88.19 width
4097,24.49 height
4098,39.19 height
4099,99.18 item_volume
4100,73.59 item_weight
4101,57.56 depth
4102,44.20 depth
4103,99.01 width
4104,64.11 height
4105,21.05 maximum_weight_recommendation
4106,86.11 item_weight
4107,99.68 depth
4108,95.91 height
4109,19.28 depth
4110,71.30 width
4111,13.67 height
4112,86.80 height
4113,9.79 depth
4114,80.80 item_weight
4115,27.58 item_weight
4116,13.54 voltage
4117,34.67 width
4118,30.26 depth
4119,29.95 height
4120,23.96 voltage
4121,79.94 width
4122,16.23 height
4123,66.49 depth
4124,81.49 voltage
4125,16.50 voltage
4126,55.37 item_weight
4127,43.38 voltage
4128,64.90 item_volume
4129,33.34 width
4130,5.21 height
4131,69.84 depth
4132,18.84 height
4133,58.93 depth
4134,60.60 width
4135,71.68 depth
4136,57.13 item_weight
4137,37.54 depth
4138,37.38 item_weight
4139,72.56 voltage
4140,11.97 wattage
4141,62.80 height
4142,38.74 wattage
4143,17.66 item_weight
4144,49.73 wattage
4145,47.61 voltage
4146,93.24 width
4147,50.70 item_weight
4148,24.68 item_weight
4149,66.69 wattage
4150,7.20 item_weight
4151,87.38 item_weight
4152,20.42 wattage
4153,97.18 width
4154,46.35 depth
4155,6.55 height
4156,46.51 width
4157,9.18 depth
4158,10.64 item_weight
4159,26.10 voltage
4160,96.60 height
4161,6.57 depth
4162,64.05 item_volume
4163,20.11 voltage
4164,93.88 width
4165,67.17 depth
4166,38.92 height
4167,20.99 height
4168,57.51 height
4169,60.76 maximum_weight_recommendation
4170,59.33 maximum_weight_recommendation
4171,19.61 depth
4172,37.70 width
4173,19.72 height
4174,30.66 depth
4175,8.31 height
4176,81.34 width
4177,21.70 depth
4178,4.06 maximum_weight_recommendation
4179,13.56 width
4180,99.54 depth
4181,73.22 height
4182,4.19 depth
4183,14.88 height
4184,59.24 depth
4185,13.12 width
4186,53.66 width
4187,78.11 width
4188,69.77 depth
4189,55.78 depth
4190,33.36 depth
4191,29.73 item_weight
4192,52.87 item_weight
4193,56.68 depth
4194,75.30 item_weight
4195,77.64 voltage
4196,64.45 maximum_weight_recommendation
4197,13.84 width
4198,98.73 depth
4199,8.38 height
4200,18.26 item_weight
4201,43.97 wattage
4202,39.17 wattage
4203,99.73 depth
4204,32.78 height
4205,61.39 height
4206,88.78 depth
4207,59.69 item_weight
4208,44.76 voltage
4209,42.49 maximum_weight_recommendation
4210,25.13 voltage
4211,89.55 wattage
4212,18.32 height
4213,19.58 width
4214,66.91 height
4215,86.23 height
4216,53.07 wattage
4217,93.86 voltage
4218,28.11 depth
4219,52.21 height
4220,57.14 depth
4221,63.08 width
4222,9.83 height
4223,10.97 item_weight
4224,68.32 width
4225,90.47 depth
4226,61.04 height
4227,51.59 height
4228,75.01 depth
4229,26.60 width
4230,93.52 depth
4231,95.46 height
4232,57.47 width
4233,27.26 depth
4234,18.77 wattage
4235,24.49 voltage
4236,83.29 height
4237,6.33 depth
4238,58.99 item_weight
4239,13.91 item_weight
4240,74.06 maximum_weight_recommendation
4241,73.94 depth
4242,39.54 depth
4243,72.39 height
4244,70.83 depth
4245,64.07 item_weight
4246,85.08 height
4247,50.38 height
4248,32.57 depth
4249,56.40 depth
4250,71.58 height
4251,57.68 item_volume
4252,19.68 maximum_weight_recommendation
4253,31.73 item_weight
4254,71.48 item_weight
4255,83.28 item_weight
4256,92.85 item_volume
4257,51.05 item_weight
4258,22.51 height
4259,60.04 depth
4260,81.54 width
4261,3.09 height
4262,42.11 width
4263,81.42 height
4264,30.26 depth
4265,36.84 item_weight
4266,52.39 maximum_weight_recommendation
4267,87.41 maximum_weight_recommendation
4268,2.51 height
4269,33.63 depth
4270,4.92 width
4271,35.23 height
4272,46.42 width
4273,76.53 depth
4274,87.54 depth
4275,17.21 height
4276,20.71 width
4277,65.86 height
4278,10.00 voltage
4279,92.90 wattage
4280,14.60 voltage
4281,58.63 wattage
4282,65.27 item_weight
4283,19.35 width
4284,93.71 height
4285,34.62 depth
4286,70.90 item_weight
4287,77.32 width
4288,65.37 height
4289,55.16 width
4290,96.10 height
4291,5.81 depth
4292,66.70 voltage
4293,17.69 height
4294,53.90 item_weight
4295,70.39 depth
4296,75.96 height
4297,23.59 height
4298,30.87 maximum_weight_recommendation
4299,75.50 item_weight
4300,97.59 width
4301,14.46 height
4302,12.47 voltage
4303,43.59 wattage
4304,83.84 item_weight
4305,84.48 wattage
4306,61.02 voltage
4307,34.84 height
4308,90.01 wattage
4309,78.69 voltage
4310,82.71 width
4311,54.39 height
4312,5.63 voltage
4313,58.65 depth
4314,37.81 item_weight
4315,58.56 width
4316,69.14 depth
4317,5.67 height
4318,45.84 depth
4319,6.81 item_weight
4320,26.67 width
4321,50.50 height
4322,17.83 voltage
4323,86.20 height
4324,97.57 depth
4325,17.97 item_weight
4326,54.52 voltage
4327,12.25 maximum_weight_recommendation
4328,86.39 width
4329,76.93 height
4330,69.87 item_weight
4331,60.53 item_weight
4332,85.66 wattage
4333,70.93 voltage
4334,48.30 width
4335,21.92 depth
4336,50.62 depth
4337,31.05 width
4338,23.21 item_weight
4339,33.74 width
4340,75.93 height
4341,36.84 item_weight
4342,75.11 voltage
4343,67.24 item_weight
4344,66.85 item_weight
4345,23.09 voltage
4346,52.89 item_weight
4347,66.53 maximum_weight_recommendation
4348,6.20 wattage
4349,16.68 voltage
4350,32.21 width
4351,30.17 depth
4352,95.15 voltage
4353,29.18 wattage
4354,16.48 item_weight
4355,4.17 height
4356,20.13 depth
4357,20.61 width
4358,94.10 depth
4359,32.20 height
4360,61.28 height
4361,85.17 width
4362,80.80 height
4363,40.58 depth
4364,24.99 width
4365,64.08 item_weight
4366,18.42 item_volume
4367,93.16 depth
4368,49.01 item_weight
4369,52.87 wattage
4370,80.75 depth
4371,19.47 height
4372,76.10 voltage
4373,27.23 depth
4374,24.38 height
4375,57.71 voltage
4376,65.49 depth
4377,20.77 item_weight
4378,62.33 item_weight
4379,62.68 maximum_weight_recommendation
4380,9.33 height
4381,23.68 width
4382,17.88 depth
4383,88.37 voltage
4384,23.38 voltage
4385,85.13 height
4386,52.07 width
4387,45.88 height
4388,52.73 voltage
4389,2.19 depth
4390,42.12 height
4391,30.96 voltage
4392,65.21 wattage
4393,72.35 maximum_weight_recommendation
4394,74.28 item_weight
4395,13.89 height
4396,33.29 maximum_weight_recommendation
4397,23.82 height
4398,30.76 width
4399,29.91 depth
4400,24.32 height
4401,14.04 height
4402,23.28 width
4403,90.04 height
4404,40.05 item_weight
4405,4.50 wattage
4406,44.59 width
4407,49.20 width
4408,75.87 depth
4409,25.04 height
4410,50.37 width
4411,37.90 height
4412,80.32 width
4413,54.44 item_weight
4414,9.62 width
4415,25.27 depth
4416,85.66 depth
4417,11.88 voltage
4418,73.78 item_weight
4419,49.11 voltage
4420,8.67 depth
4421,96.54 height
4422,12.52 height
4423,16.52 depth
4424,39.56 depth
4425,75.89 voltage
4426,10.70 voltage
4427,91.92 item_weight
4428,6.71 maximum_weight_recommendation
4429,10.34 depth
4430,63.78 height
4431,90.60 depth
4432,11.79 height
4433,88.40 item_weight
4434,94.63 item_volume
4435,1.61 height
4436,20.89 height
4437,10.01 voltage
4438,20.66 maximum_weight_recommendation
4439,48.54 height
4440,62.43 item_weight
4441,69.62 item_weight
4442,70.54 depth
4443,3.81 width
4444,81.80 item_volume
4445,63.59 item_weight
4446,5.50 wattage
4447,71.27 voltage
4448,82.49 item_weight
4449,4.01 maximum_weight_recommendation
4450,98.54 maximum_weight_recommendation
4451,9.12 depth
4452,77.53 width
4453,18.77 wattage
4454,49.12 item_weight
4455,12.08 voltage
4456,41.21 voltage
4457,63.30 width
4458,98.80 item_weight
4459,10.87 voltage
4460,16.53 wattage
4461,9.56 height
4462,45.06 width
4463,70.52 height
4464,58.59 width
4465,2.05 depth
4466,12.21 voltage
4467,28.71 voltage
4468,6.97 voltage
4469,96.62 item_weight
4470,6.01 item_weight
4471,60.76 width
4472,59.82 depth
4473,62.87 height
4474,84.71 item_weight
4475,20.17 item_volume
4476,34.95 item_weight
4477,98.31 width
4478,8.16 height
4479,97.39 depth
4480,49.94 depth
4481,30.45 width
4482,7.22 width
4483,39.13 depth
4484,65.69 item_weight
4485,83.37 height
4486,92.02 depth
4487,65.92 maximum_weight_recommendation
4488,13.08 item_weight
4489,79.40 maximum_weight_recommendation
4490,73.28 depth
4491,94.18 height
4492,75.83 wattage
4493,76.36 voltage
4494,7.11 voltage
4495,55.61 wattage
4496,43.38 depth
4497,49.88 depth
4498,42.94 height
4499,7.48 voltage
4500,14.47 wattage
4501,83.15 width
4502,48.86 width
4503,62.82 height
4504,84.52 wattage
4505,6.15 voltage
4506,90.64 width
4507,91.47 depth
4508,57.96 depth
4509,9.29 width
4510,20.99 item_weight
4511,36.72 maximum_weight_recommendation
4512,28.91 wattage
4513,36.23 voltage
4514,41.43 wattage
4515,64.56 item_weight
4516,67.64 voltage
4517,97.05 depth
4518,30.69 width
4519,63.13 item_weight
4520,64.11 voltage
4521,69.71 voltage
4522,62.92 depth
4523,85.69 maximum_weight_recommendation
4524,59.59 width
4525,68.83 height
4526,67.24 depth
4527,86.96 depth
4528,48.38 height
4529,45.78 width
4530,53.49 height
4531,61.48 width
4532,44.11 depth
4533,7.03 item_weight
4534,63.10 height
4535,96.16 width
4536,76.88 depth
4537,63.87 item_weight
4538,71.77 width
4539,77.15 depth
4540,97.91 maximum_weight_recommendation
4541,17.15 item_weight
4542,65.46 width
4543,74.32 wattage
4544,84.14 voltage
4545,87.20 wattage
4546,63.03 item_weight
4547,60.95 depth
4548,74.78 height
4549,29.44 voltage
4550,33.35 item_weight
4551,59.79 depth
4552,93.02 height
4553,53.84 width
4554,91.61 depth
4555,42.39 item_weight
4556,44.27 maximum_weight_recommendation
4557,21.91 height
4558,14.39 width
4559,22.56 depth
4560,66.78 depth
4561,64.03 width
4562,98.70 height
4563,25.63 width
4564,72.11 depth
4565,43.63 item_weight
4566,58.88 voltage
4567,85.15 width
4568,23.40 depth
4569,90.37 height
4570,56.77 height
4571,66.32 height
4572,86.74 voltage
4573,88.31 item_weight
4574,4.04 height
4575,75.95 wattage
4576,24.31 voltage
4577,87.96 depth
4578,86.49 item_weight
4579,85.24 depth
4580,4.06 width
4581,40.35 item_weight
4582,73.69 height
4583,59.36 width
4584,97.27 depth
4585,48.40 depth
4586,31.56 width
4587,5.20 width
4588,73.59 depth
4589,59.46 height
4590,35.64 width
4591,43.69 height
4592,28.60 item_weight
4593,72.28 width
4594,42.15 depth
4595,58.38 height
4596,33.47 width
4597,78.60 depth
4598,91.95 item_weight
4599,7.67 width
4600,81.73 depth
4601,82.80 height
4602,23.26 height
4603,75.65 maximum_weight_recommendation
4604,18.55 item_weight
4605,66.12 maximum_weight_recommendation
4606,59.88 wattage
4607,51.94 voltage
4608,49.95 depth
4609,64.75 item_weight
4610,24.63 depth
4611,87.46 width
4612,84.28 item_weight
4614,86.45 item_weight
4615,88.63 height
4616,99.53 height
4617,53.48 voltage
4618,52.50 item_weight
4619,49.95 maximum_weight_recommendation
4620,50.21 voltage
4621,91.69 item_weight
4622,19.97 height
4623,34.66 height
4624,45.63 height
4625,19.41 height
4626,95.91 width
4627,35.54 height
4628,53.67 item_weight
4629,36.96 item_volume
4630,67.90 voltage
4631,42.43 wattage
4632,38.56 item_weight
4633,41.06 height
4634,26.89 depth
4635,17.56 maximum_weight_recommendation
4636,55.92 item_weight
4637,2.53 item_weight
4638,30.28 wattage
4639,53.82 voltage
4640,69.47 depth
4641,58.51 height
4642,68.80 voltage
4643,91.71 height
4644,29.44 depth
4645,64.00 height
4646,90.59 width
4647,13.12 depth
4648,18.69 height
4649,75.19 width
4650,42.35 depth
4651,99.39 item_volume
4652,33.83 height
4653,13.07 height
4654,88.72 maximum_weight_recommendation
4655,72.07 height
4656,24.88 item_weight
4657,37.04 depth
4658,3.57 height
4659,87.92 voltage
4660,83.06 item_weight
4661,84.43 item_weight
4662,31.27 item_weight
4663,85.61 voltage
4664,42.79 wattage
4665,51.83 depth
4666,27.29 height
4667,84.07 width
4668,19.18 maximum_weight_recommendation
4669,58.15 width
4670,1.56 depth
4671,54.75 voltage
4672,84.53 depth
4673,58.40 width
4674,1.08 width
4675,89.60 item_weight
4676,84.73 item_volume
4677,31.86 width
4678,47.05 width
4679,92.11 height
4680,97.63 item_weight
4681,88.51 width
4682,51.25 height
4683,75.76 wattage
4684,99.60 voltage
4685,48.77 item_volume
4686,73.97 maximum_weight_recommendation
4687,46.67 item_weight
4688,67.96 height
4689,90.90 depth
4690,23.56 width
4691,76.85 height
4692,76.03 item_volume
4693,43.10 width
4694,76.65 item_weight
4695,2.83 depth
4696,86.73 height
4697,19.91 item_weight
4698,30.93 item_weight
4699,53.50 width
4700,96.24 item_weight
4701,45.32 width
4702,54.44 height
4703,65.71 voltage
4704,31.43 wattage
4705,30.97 depth
4706,93.12 height
4707,34.07 depth
4708,81.62 maximum_weight_recommendation
4709,67.79 depth
4710,53.02 width
4711,33.43 item_volume
4712,13.45 depth
4713,68.02 height
4714,58.06 maximum_weight_recommendation
4715,75.91 item_weight
4716,93.27 depth
4717,26.94 width
4718,64.67 width
4719,58.93 width
4720,51.64 item_weight
4721,83.97 voltage
4722,13.48 wattage
4723,65.13 wattage
4724,34.30 voltage
4725,40.63 depth
4726,54.44 height
4727,16.08 height
4728,61.55 depth
4729,17.63 item_weight
4730,64.83 height
4731,35.33 width
4732,17.99 depth
4733,12.96 width
4734,90.13 item_weight
4735,6.47 depth
4736,97.04 height
4737,4.96 height
4738,8.26 depth
4739,99.17 width
4740,75.45 height
4741,25.45 item_weight
4742,90.65 maximum_weight_recommendation
4743,58.61 width
4744,27.69 maximum_weight_recommendation
4745,84.67 item_weight
4746,98.40 maximum_weight_recommendation
4747,98.52 depth
4748,88.32 width
4749,80.25 voltage
4750,34.35 width
4751,18.30 item_weight
4752,87.76 voltage
4753,37.46 voltage
4754,67.88 wattage
4755,14.07 voltage
4756,57.81 depth
4757,6.60 width
4758,81.76 voltage
4759,73.83 height
4760,29.11 height
4761,20.69 item_weight
4762,23.91 item_weight
4763,49.05 width
4764,55.92 depth
4765,89.59 width
4766,55.89 depth
4767,4.97 item_weight
4768,75.67 item_weight
4769,17.13 voltage
4770,39.41 wattage
4771,95.24 item_weight
4772,99.16 depth
4773,95.77 height
4774,20.21 height
4775,8.83 width
4776,90.24 width
4777,74.27 depth
4778,4.24 height
4779,22.85 depth
4780,48.14 height
4781,35.14 item_weight
4782,10.68 height
4783,20.56 item_weight
4784,33.15 wattage
4785,41.01 voltage
4786,76.75 maximum_weight_recommendation
4787,90.36 voltage
4788,80.78 wattage
4789,42.37 voltage
4790,27.94 wattage
4791,53.02 voltage
4792,74.10 voltage
4793,58.29 wattage
4794,86.16 item_weight
4795,90.03 wattage
4796,17.10 voltage
4797,16.04 width
4798,3.06 item_weight
4799,48.20 width
4800,99.93 height
4801,38.40 depth
4802,83.40 height
4803,92.23 maximum_weight_recommendation
4804,82.12 depth
4805,4.24 maximum_weight_recommendation
4806,35.65 item_weight
4807,36.38 voltage
4808,27.71 wattage
4809,98.46 item_weight
4810,75.35 width
4811,88.99 depth
4812,90.79 height
4813,83.50 depth
4814,93.85 item_weight
4815,96.76 width
4816,79.05 height
4817,14.63 width
4818,14.07 height
4819,76.98 depth
4820,93.41 item_weight
4821,84.71 height
4822,46.70 depth
4823,18.39 width
4824,85.63 depth
4825,33.78 width
4826,75.64 item_weight
4827,49.34 width
4828,34.85 depth
4829,99.45 height
4830,95.35 width
4831,8.22 depth
4832,38.06 width
4833,37.97 height
4834,27.41 item_weight
4835,79.30 width
4836,86.39 depth
4837,95.22 voltage
4838,71.48 wattage
4839,90.06 voltage
4840,13.61 wattage
4841,21.78 maximum_weight_recommendation
4842,9.41 width
4843,87.59 depth
4844,89.98 width
4845,22.73 item_weight
4846,13.02 voltage
4847,16.94 height
4848,14.75 depth
4849,32.51 height
4850,85.25 height
4851,39.00 item_weight
4852,26.22 depth
4853,31.00 height
4854,74.05 item_weight
4855,4.79 height
4856,39.16 depth
4857,33.26 item_weight
4858,60.16 item_weight
4859,89.17 wattage
4860,25.66 voltage
4861,85.33 item_weight
4862,75.41 depth
4863,74.74 width
4864,24.05 item_weight
4865,91.70 item_weight
4866,67.67 depth
4867,59.42 width
4868,32.52 width
4869,2.44 item_weight
4870,42.12 height
4871,98.34 depth
4872,33.79 wattage
4873,28.60 voltage
4874,30.84 width
4875,26.63 width
4876,16.86 depth
4877,81.48 wattage
4878,57.28 voltage
4879,85.68 maximum_weight_recommendation
4880,41.61 item_weight
4881,29.48 depth
4882,60.66 depth
4883,79.59 width
4884,52.99 width
4885,20.34 height
4886,38.94 depth
4887,6.13 width
4888,52.19 item_weight
4889,92.90 voltage
4890,78.93 wattage
4891,47.13 item_weight
4892,89.93 maximum_weight_recommendation
4893,65.47 item_weight
4894,70.70 maximum_weight_recommendation
4895,86.86 maximum_weight_recommendation
4896,56.26 voltage
4897,55.63 wattage
4898,35.80 wattage
4899,20.58 width
4900,9.56 depth
4901,21.18 height
4902,55.92 width
4903,10.36 voltage
4904,86.07 wattage
4905,2.59 item_weight
4906,9.54 depth
4907,74.16 height
4908,94.18 item_weight
4909,84.48 depth
4910,77.67 width
4911,33.69 height
4912,60.53 depth
4913,72.74 width
4914,12.87 depth
4915,68.43 depth
4916,11.27 maximum_weight_recommendation
4917,24.74 maximum_weight_recommendation
4918,10.31 width
4919,96.31 height
4920,82.94 depth
4921,30.29 voltage
4922,92.85 height
4923,6.86 depth
4924,67.30 height
4925,66.78 depth
4926,25.74 width
4927,42.84 voltage
4928,81.11 item_volume
4929,39.43 depth
4930,14.39 maximum_weight_recommendation
4931,51.78 voltage
4932,49.86 wattage
4933,86.40 item_weight
4934,45.87 item_weight
4935,90.04 maximum_weight_recommendation
4936,45.33 item_weight
4937,46.78 voltage
4938,16.17 item_weight
4939,72.45 item_weight
4940,8.74 voltage
4941,62.15 wattage
4942,29.65 item_weight
4943,76.86 item_weight
4944,34.49 depth
4945,20.98 width
4946,5.75 voltage
4947,76.34 item_weight
4948,24.84 height
4949,60.42 height
4950,84.98 depth
4951,9.79 height
4952,20.07 item_volume
4953,40.08 voltage
4954,23.25 maximum_weight_recommendation
4955,54.98 width
4956,81.85 maximum_weight_recommendation
4957,57.11 item_weight
4958,38.66 height
4959,59.58 depth
4960,37.21 depth
4961,28.77 width
4962,68.03 height
4963,97.67 voltage
4964,74.26 wattage
4965,98.34 depth
4966,86.18 depth
4967,47.52 height
4968,46.20 depth
4969,31.78 height
4970,71.28 depth
4971,27.03 voltage
4972,1.49 wattage
4973,52.17 item_weight
4974,53.84 item_weight
4975,41.14 item_weight
4976,20.00 item_weight
4977,48.28 depth
4978,63.82 width
4979,53.74 item_weight
4980,73.34 depth
4981,9.04 height
4982,43.59 item_weight
4983,58.73 width
4984,59.73 height
4985,33.38 item_weight
4986,96.15 wattage
4987,83.54 voltage
4988,67.04 height
4989,2.74 width
4990,90.36 depth
4991,6.01 height
4992,36.66 wattage
4993,23.43 voltage
4994,49.70 height
4995,79.59 height
4996,88.46 maximum_weight_recommendation
4997,20.37 voltage
4998,99.19 wattage
4999,36.77 item_weight
5000,88.05 wattage
5001,34.62 voltage
5002,42.15 depth
5003,27.25 height
5004,44.57 width
5005,30.47 height
5006,26.93 width
5007,36.07 depth
5008,55.38 width
5009,87.59 depth
5010,55.82 height
5011,58.22 maximum_weight_recommendation
5012,22.90 voltage
5013,40.06 item_weight
5014,94.07 depth
5015,91.60 height
5016,41.82 height
5017,44.89 width
5018,30.75 voltage
5019,5.23 height
5020,47.63 voltage
5021,44.88 item_weight
5022,71.81 wattage
5023,23.87 item_volume
5024,8.39 depth
5025,6.89 width
5026,21.27 width
5027,75.71 depth
5028,93.28 item_weight
5029,6.04 depth
5030,55.65 width
5031,84.37 depth
5032,22.61 item_weight
5033,32.70 wattage
5034,17.46 width
5035,45.10 height
5036,19.28 width
5037,74.02 height
5038,6.41 height
5039,92.45 depth
5040,3.27 width
5041,30.73 width
5042,12.36 depth
5043,61.04 depth
5044,65.16 depth
5045,84.54 height
5046,62.17 depth
5047,34.10 voltage
5048,70.12 voltage
5049,63.17 wattage
5050,95.08 item_weight
5051,95.24 item_weight
5052,26.82 voltage
5053,97.37 wattage
5054,89.71 width
5055,59.27 depth
5056,32.73 item_weight
5057,55.75 item_weight
5058,86.63 item_volume
5059,35.93 width
5060,24.03 width
5061,65.88 item_weight
5062,64.66 maximum_weight_recommendation
5063,36.65 item_weight
5064,64.10 maximum_weight_recommendation
5065,19.66 height
5066,9.21 depth
5067,15.58 height
5068,61.01 width
5069,90.85 width
5070,28.29 height
5071,9.12 item_weight
5072,71.80 height
5073,4.17 depth
5074,66.08 width
5075,15.95 height
5076,86.78 wattage
5077,42.29 voltage
5078,90.84 voltage
5079,20.87 wattage
5080,59.38 item_weight
5081,92.83 height
5082,49.95 depth
5083,36.56 width
5084,18.60 maximum_weight_recommendation
5085,94.99 voltage
5086,10.92 wattage
5087,6.01 item_weight
5088,37.35 height
5089,31.83 depth
5090,53.93 item_weight
5091,40.81 item_weight
5092,15.68 width
5093,12.74 depth
5094,90.32 item_weight
5095,87.27 voltage
5096,22.82 wattage
5097,18.93 voltage
5098,75.36 depth
5099,20.61 height
5100,47.65 voltage
5101,38.02 depth
5102,62.87 width
5103,82.04 height
5104,59.17 height
5105,74.47 height
5106,6.40 height
5107,97.90 item_weight
5108,66.92 width
5109,58.37 depth
